QUESTION_NO,CORRECTNESS,CATEGORY,MAJOR_AREA,SUB_AREA,SOURCE,STUDY_DATE
1,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q52.html"",""平成30年春期 問52"")",2025-07-10
2,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q73.html"",""平成30年春期 問73"")",2025-07-10
3,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q41.html"",""平成30年春期 問41"")",2025-07-10
4,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q22.html"",""平成30年春期 問22"")",2025-07-10
5,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q67.html"",""平成30年春期 問67"")",2025-07-10
6,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q76.html"",""平成30年春期 問76"")",2025-07-10
7,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q54.html"",""平成30年春期 問54"")",2025-07-10
8,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q64.html"",""平成30年春期 問64"")",2025-07-10
9,○,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q50.html"",""平成30年春期 問50"")",2025-07-10
10,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q39.html"",""平成30年春期 問39"")",2025-07-10
11,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q4.html"",""平成30年春期 問4"")",2025-07-10
12,○,テクノロジ系,技術要素,ユーザーインタフェース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q24.html"",""平成30年春期 問24"")",2025-07-10
13,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q68.html"",""平成30年春期 問68"")",2025-07-10
14,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q75.html"",""平成30年春期 問75"")",2025-07-10
15,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q53.html"",""平成30年春期 問53"")",2025-07-10
16,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q74.html"",""平成30年春期 問74"")",2025-07-10
17,×,テクノロジ系,コンピュータシステム,ハードウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q23.html"",""平成30年春期 問23"")",2025-07-10
18,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q58.html"",""平成30年春期 問58"")",2025-07-10
19,×,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q11.html"",""平成30年春期 問11"")",2025-07-10
20,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q40.html"",""平成30年春期 問40"")",2025-07-10
21,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q66.html"",""平成30年春期 問66"")",2025-07-10
22,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q69.html"",""平成30年春期 問69"")",2025-07-10
23,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q78.html"",""平成30年春期 問78"")",2025-07-10
24,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q79.html"",""平成30年春期 問79"")",2025-07-10
25,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q2.html"",""平成30年春期 問2"")",2025-07-10
26,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q27.html"",""平成30年春期 問27"")",2025-07-10
27,×,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q7.html"",""平成30年春期 問7"")",2025-07-10
28,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q45.html"",""平成30年春期 問45"")",2025-07-10
29,×,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q15.html"",""平成30年春期 問15"")",2025-07-10
30,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q33.html"",""平成30年春期 問33"")",2025-07-10
31,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q65.html"",""平成30年春期 問65"")",2025-07-10
32,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q61.html"",""平成30年春期 問61"")",2025-07-10
33,×,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q34.html"",""平成30年春期 問34"")",2025-07-10
34,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q16.html"",""平成30年春期 問16"")",2025-07-10
35,○,テクノロジ系,技術要素,情報メディア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q26.html"",""平成30年春期 問26"")",2025-07-10
36,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q20.html"",""平成30年春期 問20"")",2025-07-10
37,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q70.html"",""平成30年春期 問70"")",2025-07-10
38,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q18.html"",""平成30年春期 問18"")",2025-07-10
39,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q59.html"",""平成30年春期 問59"")",2025-07-10
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q80.html"",""平成30年春期 問80"")",2025-07-10
41,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q5.html"",""平成30年春期 問5"")",2025-07-10
42,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q31.html"",""平成30年春期 問31"")",2025-07-10
43,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q35.html"",""平成30年春期 問35"")",2025-07-10
44,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q9.html"",""平成30年春期 問9"")",2025-07-10
45,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q47.html"",""平成30年春期 問47"")",2025-07-10
46,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q30.html"",""平成30年春期 問30"")",2025-07-10
47,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q57.html"",""平成30年春期 問57"")",2025-07-10
48,×,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q14.html"",""平成30年春期 問14"")",2025-07-10
49,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q55.html"",""平成30年春期 問55"")",2025-07-10
50,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q3.html"",""平成30年春期 問3"")",2025-07-10
51,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q71.html"",""平成30年春期 問71"")",2025-07-10
52,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q60.html"",""平成30年春期 問60"")",2025-07-10
53,○,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q13.html"",""平成30年春期 問13"")",2025-07-10
54,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q44.html"",""平成30年春期 問44"")",2025-07-10
55,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q51.html"",""平成30年春期 問51"")",2025-07-10
56,○,テクノロジ系,技術要素,情報メディア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q25.html"",""平成30年春期 問25"")",2025-07-10
57,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q12.html"",""平成30年春期 問12"")",2025-07-10
58,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q37.html"",""平成30年春期 問37"")",2025-07-10
59,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q29.html"",""平成30年春期 問29"")",2025-07-10
60,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q48.html"",""平成30年春期 問48"")",2025-07-10
61,×,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q1.html"",""平成30年春期 問1"")",2025-07-10
62,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q42.html"",""平成30年春期 問42"")",2025-07-10
63,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q32.html"",""平成30年春期 問32"")",2025-07-10
64,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q17.html"",""平成30年春期 問17"")",2025-07-10
65,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q36.html"",""平成30年春期 問36"")",2025-07-10
66,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q77.html"",""平成30年春期 問77"")",2025-07-10
67,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q8.html"",""平成30年春期 問8"")",2025-07-10
68,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q56.html"",""平成30年春期 問56"")",2025-07-10
69,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q10.html"",""平成30年春期 問10"")",2025-07-10
70,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q19.html"",""平成30年春期 問19"")",2025-07-10
71,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q43.html"",""平成30年春期 問43"")",2025-07-10
72,○,テクノロジ系,コンピュータシステム,ハードウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q21.html"",""平成30年春期 問21"")",2025-07-10
73,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q46.html"",""平成30年春期 問46"")",2025-07-10
74,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q72.html"",""平成30年春期 問72"")",2025-07-10
75,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q63.html"",""平成30年春期 問63"")",2025-07-10
76,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q49.html"",""平成30年春期 問49"")",2025-07-10
77,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q38.html"",""平成30年春期 問38"")",2025-07-10
78,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q62.html"",""平成30年春期 問62"")",2025-07-10
79,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q6.html"",""平成30年春期 問6"")",2025-07-10
80,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/30_haru/q28.html"",""平成30年春期 問28"")",2025-07-10
1,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q47.html"",""令和3年免除 問47"")",2025-07-04
2,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q78.html"",""令和3年免除 問78"")",2025-07-04
3,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q68.html"",""令和3年免除 問68"")",2025-07-04
4,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q65.html"",""令和3年免除 問65"")",2025-07-04
5,×,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q12.html"",""令和3年免除 問12"")",2025-07-04
6,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q32.html"",""令和3年免除 問32"")",2025-07-04
7,×,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q15.html"",""令和3年免除 問15"")",2025-07-04
8,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q66.html"",""令和3年免除 問66"")",2025-07-04
9,×,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q70.html"",""令和3年免除 問70"")",2025-07-04
10,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q8.html"",""令和3年免除 問8"")",2025-07-04
11,×,ストラテジ系,企業と法務,法務,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q80.html"",""令和3年免除 問80"")",2025-07-04
12,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q28.html"",""令和3年免除 問28"")",2025-07-04
13,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q1.html"",""令和3年免除 問1"")",2025-07-04
14,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q75.html"",""令和3年免除 問75"")",2025-07-04
15,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q37.html"",""令和3年免除 問37"")",2025-07-04
16,×,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q49.html"",""令和3年免除 問49"")",2025-07-04
17,×,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q60.html"",""令和3年免除 問60"")",2025-07-04
18,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/03_menjo/q63.html"",""令和3年免除 問63"")",2025-07-04
